TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP,cluster
Feminino,Amarela,Estadual,624.1,636.4,712.0,578.1,940.0,PG incompleto,ES incompleto,True,17.0,770.0016666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1
Feminino,Branca,Privada,633.5,461.8,628.5,565.8,520.0,EM incompleto,EF-2 incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,2.0,1
Feminino,Parda,Estadual,500.9,452.0,435.3,474.2,580.0,PG incompleto,ES incompleto,True,18.0,1870.0008333333333,0.75,0.3333333333333333,0.1666666666666666,1.4166666666666667,0
Feminino,Branca,Privada,630.4,599.9,697.2,600.1,880.0,PG completo,PG completo,True,18.0,1072.500625,0.5625,0.0,0.125,0.75,1
Feminino,Branca,Privada,514.4,394.8,570.9,509.6,700.0,PG incompleto,PG incompleto,True,17.0,577.50125,1.125,0.25,0.25,1.25,0
Feminino,Branca,Estadual,549.3,449.7,440.4,513.0,580.0,PG completo,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.5,1.5,0
Feminino,Parda,Privada,550.4,511.7,471.0,567.9,620.0,ES incompleto,ES incompleto,True,17.0,5940.001666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
Masculino,Parda,Estadual,455.6,403.1,359.5,421.0,0.0,PG completo,ES incompleto,True,17.0,330.0,1.0,0.5,0.0,2.0,0
Masculino,Parda,Privada,518.7,455.3,597.8,518.9,700.0,PG completo,ES incompleto,True,17.0,2805.0012500000003,1.125,0.0,0.0,1.5,0
Feminino,Parda,Estadual,589.4,533.8,520.8,601.1,840.0,EF-2 incompleto,EM incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.5,1
Masculino,Parda,Estadual,478.2,443.6,527.5,468.0,500.0,ES incompleto,ES incompleto,True,17.0,165.0,0.5,0.0,0.0,1.25,0
Feminino,Branca,Privada,700.4,584.6,693.5,642.8,900.0,PG completo,PG incompleto,True,17.0,4620.000999999999,0.9,0.4,0.4,1.9,1
Masculino,Branca,Privada,554.7,591.3,657.3,619.3,740.0,ES incompleto,PG completo,True,17.0,3630.00125,1.125,0.5,0.5,2.0,1
Feminino,Branca,Privada,675.5,720.5,853.4,669.0,860.0,PG completo,PG incompleto,True,17.0,1485.00125,0.75,0.75,0.5,1.75,1
Masculino,Branca,Privada,553.9,531.0,551.7,533.6,620.0,PG incompleto,PG incompleto,True,17.0,9900.001666666663,1.5,0.6666666666666666,0.3333333333333333,2.333333333333333,0
Masculino,Branca,Privada,598.2,636.5,851.6,549.4,680.0,PG completo,PG incompleto,True,17.0,9900.001666666663,1.5,1.5,0.3333333333333333,3.1666666666666665,1
Masculino,Branca,Privada,562.9,471.6,667.0,555.9,700.0,PG completo,ES incompleto,True,18.0,2475.0012500000003,1.125,0.5,0.25,2.0,1
Feminino,Branca,Estadual,479.3,428.8,543.0,500.1,580.0,ES incompleto,PG incompleto,True,18.0,924.001,0.9,0.6,0.2,2.1,0
Masculino,Branca,Privada,371.1,576.1,424.3,532.3,560.0,PG incompleto,PG incompleto,True,18.0,3564.001,0.9,0.2,0.0,1.0,0
Masculino,Branca,Estadual,533.5,488.9,573.3,537.9,580.0,EF-2 incompleto,EF-2 incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,0
Masculino,Branca,Estadual,545.6,470.0,633.9,614.9,680.0,ES incompleto,ES incompleto,True,17.0,1155.00125,1.125,0.25,0.25,1.75,1
Masculino,Parda,Estadual,479.9,448.9,348.6,414.0,520.0,ES incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Parda,Estadual,547.1,444.0,478.6,549.3,740.0,ES incompleto,PG incompleto,True,17.0,924.001,0.9,0.4,0.0,1.0,0
Feminino,Branca,Privada,532.1,479.5,428.3,509.5,760.0,PG incompleto,PG completo,True,18.0,5940.001666666667,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333,0
Feminino,Branca,Privada,646.0,654.4,719.1,636.2,900.0,PG completo,PG completo,True,19.0,5940.000999999999,0.9,0.6,0.9,2.6,1
Feminino,Branca,Estadual,549.8,479.0,467.0,569.5,640.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.5,1.25,0
Feminino,Branca,Estadual,564.2,460.5,580.5,540.9,640.0,ES incompleto,ES incompleto,True,19.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Masculino,Branca,Estadual,653.8,551.8,602.8,619.1,680.0,EF-1 incompleto,EF-2 incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.0,1
Masculino,Branca,Privada,588.6,589.0,488.6,544.3,520.0,ES incompleto,ES incompleto,True,17.0,3135.0012500000003,1.125,0.5,0.5,1.25,0
Masculino,Branca,Privada,555.1,556.5,757.2,558.9,740.0,PG completo,PG completo,True,17.0,7700.001666666666,1.0,1.5,0.6666666666666666,2.6666666666666665,1
Masculino,Branca,Privada,594.1,622.8,668.2,528.1,840.0,PG completo,PG incompleto,True,17.0,924.001,0.6,0.0,0.2,1.0,1
Feminino,Branca,Privada,692.3,610.5,740.7,620.6,920.0,PG incompleto,PG incompleto,True,17.0,5775.001249999999,1.125,0.25,0.5,1.5,1
Feminino,Branca,Privada,598.3,612.8,653.5,574.8,900.0,PG completo,PG incompleto,True,19.0,5940.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333,1
Masculino,Branca,Estadual,461.3,535.8,390.6,426.2,440.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.6666666666666666,2.0,0
Masculino,Parda,Estadual,578.6,557.5,678.6,545.4,820.0,EM incompleto,EM incompleto,True,17.0,550.0016666666667,0.6666666666666666,0.0,0.0,2.0,1
Feminino,Branca,Privada,532.9,531.7,549.7,536.0,900.0,ES incompleto,ES incompleto,True,17.0,1716.0010000000002,0.6,0.6,0.4,1.4,1
Feminino,Amarela,Privada,596.0,575.9,672.3,651.1,620.0,ES incompleto,ES incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.5,1.75,1
Feminino,Branca,Estadual,459.4,351.4,421.2,497.1,500.0,ES incompleto,ES incompleto,True,17.0,2970.0025,1.5,0.0,0.0,3.5,0
Feminino,Parda,Estadual,593.4,464.9,554.0,566.4,820.0,EF-1 incompleto,EF-2 incompleto,True,18.0,577.50125,0.75,0.0,0.0,0.75,1
Masculino,Parda,Estadual,532.3,489.6,535.6,489.4,580.0,EM incompleto,EF-1 incompleto,True,18.0,1540.0016666666668,1.0,0.0,0.6666666666666666,1.0,0
Masculino,Branca,Estadual,551.4,551.2,533.2,366.0,480.0,EF-1 incompleto,PG incompleto,False,18.0,0.0,0.0,0.5,0.0,0.0,0
Masculino,Branca,Estadual,592.5,576.3,653.3,572.3,900.0,EF-2 incompleto,ES incompleto,True,17.0,770.0016666666667,1.0,0.3333333333333333,0.0,1.0,1
Masculino,Branca,Privada,567.7,554.5,640.2,543.1,680.0,EF-2 incompleto,PG completo,True,18.0,2420.0016666666666,1.0,0.3333333333333333,0.3333333333333333,2.0,1
Feminino,Preta,Estadual,553.5,515.2,389.7,572.7,760.0,ES incompleto,EM incompleto,True,18.0,330.0,1.0,0.0,0.0,2.5,0
Feminino,Preta,Estadual,476.6,433.6,461.7,564.5,520.0,ES incompleto,ES incompleto,True,18.0,330.00100000000003,0.6,0.0,0.0,0.8,0
Feminino,Preta,Estadual,615.3,566.6,728.0,605.4,900.0,PG incompleto,PG incompleto,True,17.0,1815.0025,1.0,1.0,0.0,2.5,1
Feminino,Branca,Privada,652.0,597.4,791.2,623.2,880.0,PG completo,PG incompleto,True,17.0,1155.0025,1.0,1.0,0.5,3.5,1
Masculino,Branca,Privada,510.5,571.7,664.5,494.2,860.0,ES incompleto,ES incompleto,True,18.0,924.001,0.9,0.2,0.8,1.2,1
Feminino,Branca,Privada,638.2,700.8,830.2,625.5,900.0,ES incompleto,ES incompleto,True,17.0,1815.00125,1.125,0.5,0.25,1.75,1
Feminino,Preta,Estadual,539.3,406.6,562.9,508.6,620.0,ES incompleto,EM incompleto,True,18.0,742.50125,0.75,0.25,0.0,0.75,0
Masculino,Branca,Estadual,642.8,588.8,688.0,595.3,680.0,PG incompleto,PG incompleto,True,17.0,770.0016666666667,1.0,0.0,0.0,2.0,1
Masculino,Parda,Estadual,516.3,501.2,604.4,482.2,720.0,EF-2 incompleto,EF-1 incompleto,True,17.0,165.0,1.125,0.5,0.0,1.25,0
Feminino,Branca,Estadual,414.4,489.7,611.5,543.6,900.0,ES incompleto,PG incompleto,True,17.0,1980.001,0.9,0.0,0.2,0.8,0
Masculino,Preta,Estadual,571.7,548.2,658.4,520.7,520.0,EF-1 incompleto,EF-2 incompleto,True,18.0,770.0016666666667,1.0,0.0,0.0,1.3333333333333333,0
Feminino,Parda,Estadual,589.0,459.6,614.5,542.5,900.0,ES incompleto,PG incompleto,True,17.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1
Feminino,Parda,Privada,567.3,509.5,630.4,559.2,760.0,PG incompleto,PG incompleto,True,17.0,5775.001249999999,1.125,1.125,0.0,1.5,1
Feminino,Branca,Estadual,553.5,512.2,503.6,520.1,700.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Feminino,Branca,Estadual,475.6,502.1,738.7,496.8,800.0,EF-2 incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.0,0.3333333333333333,2.333333333333333,0
Feminino,Branca,Privada,416.1,450.8,629.8,539.3,880.0,ES incompleto,PG completo,True,18.0,1485.00125,1.125,0.75,0.25,1.75,0
Feminino,Preta,Privada,727.0,626.5,663.6,620.7,980.0,EF-2 incompleto,ES incompleto,True,18.0,924.001,0.9,0.2,0.2,1.2,1
Masculino,Branca,Estadual,545.8,484.7,556.7,491.9,680.0,PG incompleto,ES incompleto,True,18.0,742.50125,0.75,0.25,0.25,1.5,0
Masculino,Branca,Privada,565.5,572.3,656.9,551.6,600.0,PG completo,PG completo,True,18.0,4840.001666666667,1.0,1.0,0.6666666666666666,2.833333333333333,1
Masculino,Branca,Estadual,576.7,562.3,609.6,539.6,260.0,ES incompleto,EF-1 incompleto,True,17.0,412.50125,0.75,0.25,0.0,1.25,0
Masculino,Preta,Estadual,449.6,326.1,503.4,488.3,620.0,EM incompleto,EF-2 incompleto,True,18.0,412.50125,1.125,0.25,0.25,1.25,0
Feminino,Branca,Privada,643.4,680.8,785.8,618.8,800.0,PG completo,PG incompleto,True,17.0,5775.001249999999,1.125,0.75,0.25,1.75,1
Feminino,Branca,Privada,646.3,664.5,752.9,558.4,800.0,PG incompleto,PG incompleto,True,18.0,2508.001,0.9,0.6,0.2,1.9,1
Masculino,Branca,Privada,511.2,499.3,532.3,532.7,620.0,PG completo,PG incompleto,True,17.0,11550.0025,1.0,1.5,0.5,3.0,0
Masculino,Preta,Privada,562.4,423.6,446.0,550.4,580.0,EF-2 incompleto,PG completo,True,18.0,2904.001,0.9,0.6,0.2,1.2,0
Feminino,Branca,Privada,550.1,555.2,541.0,575.2,540.0,EM incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.0,0.3333333333333333,1.3333333333333333,0
Feminino,Branca,Estadual,542.6,570.3,605.4,584.5,740.0,ES incompleto,ES incompleto,True,17.0,1815.0025,1.0,0.5,1.0,3.0,1
Masculino,Branca,Estadual,553.9,508.6,674.7,542.0,440.0,EF-2 incompleto,EF-2 incompleto,True,18.0,770.0016666666667,0.3333333333333333,0.3333333333333333,0.0,2.0,0
Feminino,Branca,Estadual,554.3,501.5,438.9,494.0,600.0,ES incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,2.0,0
Feminino,Branca,Privada,627.4,588.4,680.0,634.7,820.0,PG incompleto,PG completo,True,17.0,2145.0012500000003,0.5,0.25,0.25,1.0,1
Masculino,Branca,Estadual,528.7,401.4,526.1,489.6,600.0,EM incompleto,PG completo,True,18.0,907.50125,0.25,0.25,0.25,1.0,0
Feminino,Branca,Privada,646.6,615.1,771.9,649.3,880.0,PG incompleto,PG incompleto,True,17.0,4840.001666666667,1.0,1.5,0.6666666666666666,2.6666666666666665,1
Masculino,Branca,Estadual,566.6,542.0,465.6,580.1,520.0,PG incompleto,PG incompleto,True,18.0,1980.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.0,0
Feminino,Parda,Estadual,456.2,489.3,403.3,435.4,660.0,ES incompleto,ES incompleto,True,18.0,594.001,0.9,0.0,0.4,0.8,0
Masculino,Branca,Privada,637.3,653.8,747.1,644.3,940.0,PG completo,PG completo,True,17.0,4455.00125,1.125,0.5,1.0,1.75,1
Masculino,Parda,Privada,604.4,447.2,473.7,579.5,680.0,ES incompleto,PG completo,True,17.0,7700.001666666666,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333,0
Feminino,Parda,Estadual,423.9,352.8,409.3,504.8,500.0,EM incompleto,ES incompleto,True,18.0,330.00100000000003,0.9,0.0,0.2,1.0,0
Feminino,Branca,Privada,624.1,525.9,650.1,576.3,760.0,ES incompleto,ES incompleto,True,18.0,907.50125,1.125,0.5,0.25,1.25,1
Masculino,Parda,Estadual,525.7,452.9,492.2,521.2,480.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
Masculino,Branca,Estadual,651.2,588.8,622.7,647.4,680.0,ES incompleto,PG incompleto,True,17.0,770.0016666666667,1.0,0.0,0.3333333333333333,2.333333333333333,1
Masculino,Parda,Privada,593.7,591.7,525.6,532.9,640.0,PG incompleto,PG incompleto,True,18.0,1485.00125,1.125,1.125,0.5,1.75,1
Masculino,Parda,Estadual,377.5,441.9,593.8,437.7,440.0,EF-2 incompleto,PG incompleto,True,18.0,825.0025,1.0,0.5,0.0,1.5,0
Masculino,Branca,Privada,459.6,579.9,611.9,539.2,600.0,PG incompleto,ES incompleto,True,17.0,4840.001666666667,1.5,1.0,0.3333333333333333,2.333333333333333,0
Masculino,Amarela,Privada,617.0,636.3,650.2,567.6,640.0,ES incompleto,PG incompleto,True,17.0,907.50125,0.5,0.75,0.0,1.5,1
Feminino,Parda,Estadual,587.0,544.4,506.1,562.1,760.0,EF-1 incompleto,EF-2 incompleto,True,18.0,110.0,0.75,0.0,0.0,0.5,1
Feminino,Branca,Estadual,443.3,420.6,400.8,417.7,240.0,ES incompleto,ES incompleto,True,17.0,726.001,0.9,0.2,0.2,1.4,0
Masculino,Branca,Estadual,472.0,446.7,538.2,578.2,620.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.5,0.0,0.0,1.5,0
Feminino,Branca,Privada,694.9,593.8,705.4,612.7,920.0,PG completo,PG completo,True,17.0,4620.000999999999,0.9,0.9,0.2,1.9,1
Masculino,Parda,Estadual,550.8,548.1,489.2,519.9,420.0,ES incompleto,ES incompleto,True,18.0,907.50125,1.125,0.25,0.25,2.0,0
Masculino,Parda,Estadual,572.5,504.3,546.6,531.1,560.0,EF-1 incompleto,EF-1 incompleto,True,17.0,770.0016666666667,1.0,0.0,0.6666666666666666,1.6666666666666667,0
Masculino,Branca,Estadual,614.8,531.2,521.2,583.2,820.0,EM incompleto,EF-2 incompleto,False,17.0,577.50125,0.5,0.0,0.0,1.75,1
Masculino,Branca,Privada,592.3,505.8,494.8,561.7,560.0,PG completo,PG incompleto,True,19.0,4180.001666666667,1.5,0.6666666666666666,0.6666666666666666,2.6666666666666665,0
Masculino,Branca,Estadual,565.9,537.5,689.9,527.1,420.0,ES incompleto,ES incompleto,True,18.0,330.00100000000003,0.9,0.2,0.2,1.0,0
Masculino,Parda,Estadual,548.5,470.7,557.5,537.6,880.0,EM incompleto,EM incompleto,True,17.0,132.0,0.6,0.2,0.2,1.4,0
Masculino,Branca,Privada,402.1,518.3,638.3,494.0,880.0,PG completo,PG completo,True,17.0,1155.00125,1.125,0.5,0.75,2.375,0
Feminino,Parda,Estadual,358.7,381.4,331.5,345.7,360.0,EM incompleto,EF-1 incompleto,True,17.0,220.0,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Masculino,Branca,Privada,639.3,702.1,759.3,640.4,920.0,PG incompleto,PG completo,True,16.0,3135.0012500000003,1.125,0.5,0.5,2.125,1
Masculino,Branca,Estadual,528.4,510.0,591.5,505.2,880.0,ES incompleto,EF-2 incompleto,True,18.0,1452.001,0.9,0.2,0.2,1.4,0
Feminino,Branca,Estadual,547.3,385.4,537.7,560.9,660.0,EF-2 incompleto,ES incompleto,True,18.0,330.00100000000003,0.9,0.0,0.2,1.0,0
Masculino,Branca,Privada,555.7,385.3,690.2,487.6,720.0,PG incompleto,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.5,2.875,0
Feminino,Branca,Estadual,532.1,483.0,510.0,527.6,600.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.5,0.0,0.0,1.0,0
Feminino,Parda,Estadual,560.2,501.6,544.7,508.2,620.0,EF-2 incompleto,ES incompleto,True,17.0,577.50125,1.125,0.0,0.0,1.0,0
Masculino,Branca,Estadual,515.0,479.3,392.1,526.9,440.0,ES incompleto,ES incompleto,True,18.0,742.50125,0.75,0.25,0.25,1.25,0
Masculino,Branca,Privada,649.6,573.5,713.8,554.6,660.0,PG incompleto,PG incompleto,True,18.0,3740.001666666667,0.6666666666666666,0.6666666666666666,1.0,2.6666666666666665,1
Masculino,Preta,Privada,601.1,578.0,688.1,593.8,580.0,EF-2 incompleto,ES incompleto,True,18.0,825.0025,1.0,0.0,1.0,2.5,1
Feminino,Indigena,Estadual,468.4,437.2,424.6,494.9,700.0,EM incompleto,ES incompleto,True,18.0,726.001,0.9,0.6,0.2,1.0,0
Feminino,Branca,Privada,521.5,474.0,601.4,498.8,800.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,0.75,0.5,2.375,0
Feminino,Amarela,Privada,610.7,530.4,626.2,585.2,640.0,ES incompleto,PG completo,True,17.0,770.0016666666667,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1
Masculino,Branca,Privada,553.9,513.3,693.3,611.5,880.0,ES incompleto,PG completo,True,18.0,0.0,0.75,0.25,0.25,2.0,1
Masculino,Branca,Privada,582.8,614.4,664.8,609.9,620.0,PG incompleto,PG completo,True,18.0,2805.0012500000003,0.25,0.75,0.5,1.5,1
Feminino,Branca,Privada,663.2,709.1,779.9,649.0,900.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,0.5,0.5,1.75,1
Feminino,Parda,Estadual,390.6,515.8,624.5,507.6,940.0,PG incompleto,ES incompleto,True,18.0,726.001,0.9,0.2,0.0,0.8,0
Feminino,Branca,Privada,482.7,377.6,367.2,397.7,720.0,EF-1 incompleto,EM incompleto,True,18.0,907.50125,0.75,0.25,0.25,1.0,0
Masculino,Preta,Estadual,426.0,531.7,568.0,532.3,380.0,ES incompleto,ES incompleto,True,18.0,825.0025,0.5,0.5,0.5,2.0,0
Feminino,Amarela,Estadual,653.3,518.3,692.2,605.5,900.0,PG incompleto,PG incompleto,True,18.0,1815.00125,1.125,0.75,0.5,1.5,1
Masculino,Preta,Estadual,619.1,568.8,638.0,564.4,920.0,ES incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1
Masculino,Preta,Estadual,518.0,541.4,474.5,542.1,440.0,ES incompleto,ES incompleto,True,17.0,3300.001666666667,1.0,0.0,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,549.7,553.0,470.8,582.1,860.0,PG incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.0,0.0,1.6666666666666667,1
Masculino,Branca,Estadual,560.8,485.2,523.9,507.5,540.0,EM incompleto,EM incompleto,True,18.0,1980.0016666666668,1.0,0.3333333333333333,0.0,2.0,0
Feminino,Branca,Estadual,563.7,513.7,420.0,577.3,420.0,ES incompleto,ES incompleto,True,18.0,726.001,0.6,0.2,0.2,0.6,0
Feminino,Parda,Estadual,407.1,384.1,358.5,502.4,620.0,EM incompleto,EM incompleto,True,18.0,165.0,1.125,0.25,0.0,1.5,0
Masculino,Preta,Estadual,353.0,512.6,425.1,408.7,480.0,EF-1 incompleto,EF-2 incompleto,True,18.0,742.50125,0.25,0.0,0.25,1.25,0
Feminino,Branca,Privada,598.4,530.6,596.4,613.9,820.0,ES incompleto,ES incompleto,True,18.0,577.50125,1.125,0.0,0.25,1.0,1
Feminino,Branca,Privada,587.7,486.4,678.3,601.3,780.0,PG incompleto,PG incompleto,True,17.0,1155.00125,0.75,0.5,0.0,1.5,1
Masculino,Branca,Privada,603.5,543.4,559.9,548.2,360.0,PG incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.75,0.5,1.5,0
Masculino,Parda,Estadual,580.0,486.3,659.3,571.2,580.0,PG incompleto,ES incompleto,True,18.0,2244.001,0.9,0.4,0.6,1.0,1
Masculino,Branca,Estadual,618.0,580.3,753.0,625.9,600.0,EF-2 incompleto,EF-2 incompleto,True,18.0,132.0,0.4,0.2,0.0,1.0,1
Masculino,Branca,Privada,607.0,564.6,653.6,558.6,900.0,PG incompleto,PG incompleto,True,17.0,7700.001666666666,1.0,0.6666666666666666,0.6666666666666666,4.166666666666667,1
Feminino,Branca,Privada,622.6,571.2,712.0,631.7,720.0,PG incompleto,PG incompleto,True,17.0,907.50125,1.125,0.5,0.5,1.5,1
Masculino,Branca,Privada,633.8,565.6,667.8,553.9,880.0,PG completo,PG incompleto,True,18.0,4455.00125,1.125,1.125,0.25,1.5,1
Feminino,Preta,Estadual,518.4,429.0,390.9,464.6,600.0,Nunca estudou,ES incompleto,True,17.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0
Masculino,Branca,Federal,631.2,563.7,603.4,602.9,740.0,PG incompleto,PG completo,True,19.0,1980.0016666666668,1.0,0.6666666666666666,0.6666666666666666,2.0,1
Masculino,Branca,Privada,682.3,599.8,748.2,638.5,680.0,ES incompleto,PG completo,True,18.0,2475.0012500000003,0.75,0.75,0.25,1.5,1
Masculino,Parda,Estadual,491.6,388.5,512.8,488.5,440.0,EM incompleto,EM incompleto,True,18.0,165.0,0.5,0.0,0.0,0.75,0
Feminino,Branca,Privada,619.7,496.3,694.9,651.7,800.0,PG incompleto,PG completo,True,17.0,2860.001666666667,1.0,0.6666666666666666,1.0,3.333333333333333,1
Feminino,Branca,Estadual,542.5,501.4,436.4,501.1,460.0,ES incompleto,ES incompleto,False,18.0,330.0,0.5,0.5,0.0,2.5,0
Feminino,Parda,Estadual,521.8,496.6,490.0,597.9,900.0,ES incompleto,EM incompleto,True,18.0,330.0,1.0,0.5,0.0,3.0,1
Feminino,Parda,Privada,558.1,645.1,645.0,608.2,840.0,PG incompleto,PG incompleto,True,17.0,3630.00125,0.75,0.75,0.25,1.5,1
Masculino,Branca,Estadual,497.6,459.3,484.4,467.4,560.0,EF-1 incompleto,EF-2 incompleto,True,18.0,412.50125,0.0,0.0,0.25,1.5,0
Feminino,Branca,Privada,595.6,544.2,630.9,484.4,580.0,PG completo,PG incompleto,True,18.0,3135.0012500000003,1.125,1.125,0.75,2.25,0
Masculino,Parda,Estadual,646.5,439.0,680.9,555.6,620.0,EF-2 incompleto,ES incompleto,True,18.0,1815.0025,1.0,0.0,0.0,3.5,1
Feminino,Preta,Estadual,519.2,512.1,554.2,542.0,540.0,EM incompleto,ES incompleto,True,18.0,462.001,0.9,0.0,0.0,1.8,0
Feminino,Parda,Estadual,516.8,473.0,480.5,510.9,740.0,EM incompleto,EM incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Feminino,Branca,Estadual,463.7,558.3,513.7,493.3,820.0,EF-2 incompleto,EF-2 incompleto,True,17.0,577.50125,1.125,0.5,0.25,1.5,0
Masculino,Parda,Estadual,406.4,504.5,362.6,468.8,360.0,ES incompleto,ES incompleto,True,18.0,220.0,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Feminino,Branca,Estadual,568.5,469.1,376.9,563.5,720.0,ES incompleto,PG incompleto,True,18.0,4840.001666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
Masculino,Branca,Estadual,494.6,452.3,533.5,485.7,600.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,0
Masculino,Branca,Privada,585.7,523.2,450.8,550.4,700.0,ES incompleto,EM incompleto,True,17.0,1155.0025,1.0,0.0,0.0,2.5,0
Masculino,Branca,Estadual,519.1,483.2,413.8,479.7,560.0,EF-1 incompleto,EF-1 incompleto,True,18.0,330.00100000000003,0.0,0.0,0.0,0.6,0
Feminino,Branca,Estadual,508.9,462.2,505.7,478.6,600.0,EM incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25,0
Feminino,Branca,Privada,543.8,593.3,771.4,600.4,660.0,PG incompleto,PG incompleto,True,17.0,907.50125,0.75,0.25,0.25,0.75,1
Feminino,Branca,Estadual,509.9,521.5,539.5,563.6,680.0,PG incompleto,PG incompleto,True,19.0,907.50125,0.75,0.0,0.0,0.75,0
Feminino,Parda,Estadual,571.5,483.6,436.3,585.7,600.0,PG incompleto,PG completo,True,18.0,742.50125,1.125,0.25,0.0,1.25,0
Masculino,Branca,Estadual,613.6,574.0,664.2,614.4,780.0,ES incompleto,PG incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1
Feminino,Parda,Privada,536.3,568.3,455.5,543.9,780.0,ES incompleto,PG completo,True,17.0,924.001,0.9,0.4,0.2,1.2,0
Feminino,Parda,Privada,594.1,509.1,653.7,554.9,740.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.75,0.25,0.0,1.25,1
Masculino,Branca,Privada,498.7,543.6,494.3,468.9,640.0,ES incompleto,PG incompleto,True,18.0,3630.00125,1.125,0.25,0.25,2.25,0
Masculino,Parda,Estadual,493.3,484.4,401.0,527.2,280.0,EF-2 incompleto,EM incompleto,True,17.0,412.50125,1.125,0.0,0.0,1.0,0
Masculino,Parda,Estadual,564.4,561.2,655.7,573.2,0.0,PG incompleto,PG completo,True,17.0,412.50125,1.125,0.25,0.25,1.25,0
Feminino,Branca,Privada,475.7,568.9,551.9,510.0,800.0,PG incompleto,EF-2 incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667,0
Masculino,Branca,Estadual,550.9,404.3,661.7,513.8,480.0,ES incompleto,ES incompleto,True,17.0,2145.0012500000003,1.125,0.25,0.25,1.5,0
Masculino,Branca,Privada,518.8,595.8,510.1,542.3,560.0,PG incompleto,PG incompleto,True,17.0,2145.0012500000003,0.75,0.5,0.5,1.25,0
Feminino,Parda,Estadual,474.6,411.9,457.3,457.6,640.0,Nunca estudou,EF-1 incompleto,True,18.0,330.0,1.0,0.0,0.0,1.5,0
Masculino,Parda,Estadual,487.2,433.8,459.8,483.2,560.0,PG incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Masculino,Branca,Privada,571.6,582.8,658.8,548.8,640.0,EF-1 incompleto,ES incompleto,True,17.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.6666666666666665,1
